,id,raw,timestamp,level,service,message,attributes,line_no,level_display
0,727a067c49fa,STANDARD OPERATING PROCEDURE,2026-03-09T13:15:44.888415,INFO,unknown,STANDARD OPERATING PROCEDURE,{'source': 'SOP-003-High-500-Error-Rate.txt'},0,🟢 INFO
1,bd953ecdd521,SOP-003: High HTTP 500 Error Rate Investigation,2026-03-09T13:15:44.889926,INFO,unknown,SOP-003: High HTTP 500 Error Rate Investigation,{'source': 'SOP-003-High-500-Error-Rate.txt'},1,🟢 INFO
2,4496b3332c0e,Version: 3.0 | Owner: Application-SRE | Last Updated: 2024-01-20,2026-03-09T13:15:44.889926,INFO,unknown,Version: 3.0 | Owner: Application-SRE | Last Updated: 2024-01-20,{'source': 'SOP-003-High-500-Error-Rate.txt'},2,🟢 INFO
3,8475585c0414,Severity: P1/P2 | MTTR Target: 20 minutes,2026-03-09T13:15:44.889926,INFO,unknown,Severity: P1/P2 | MTTR Target: 20 minutes,{'source': 'SOP-003-High-500-Error-Rate.txt'},3,🟢 INFO
4,b987943e5cd4,================================================================,2026-03-09T13:15:44.889926,INFO,unknown,================================================================,{'source': 'SOP-003-High-500-Error-Rate.txt'},4,🟢 INFO
5,59c3670aebb0,1. OVERVIEW,2026-03-09T13:15:44.889926,INFO,unknown,1. OVERVIEW,{'source': 'SOP-003-High-500-Error-Rate.txt'},6,🟢 INFO
6,bb8c5713ba40,-----------,2026-03-09T13:15:44.889926,INFO,unknown,-----------,{'source': 'SOP-003-High-500-Error-Rate.txt'},7,🟢 INFO
7,fe4a716c36ac,This SOP guides the investigation of sudden spikes in HTTP 500 Internal,2026-03-09T13:15:44.889926,INFO,unknown,This SOP guides the investigation of sudden spikes in HTTP 500 Internal,{'source': 'SOP-003-High-500-Error-Rate.txt'},8,🟢 INFO
8,5e3a74c919d9,Server Errors. A 500 error rate above 5% is P2; above 25% is P1.,2026-03-09T13:15:44.889926,INFO,unknown,Server Errors. A 500 error rate above 5% is P2; above 25% is P1.,{'source': 'SOP-003-High-500-Error-Rate.txt'},9,🟢 INFO
9,60fe0c5a9134,500 errors indicate server-side failures and directly impact user experience.,2026-03-09T13:15:44.890436,INFO,unknown,500 errors indicate server-side failures and directly impact user experience.,{'source': 'SOP-003-High-500-Error-Rate.txt'},10,🟢 INFO
10,fb16dc5bd3fb,Key Principle: Work from symptom → layer → component → root cause.,2026-03-09T13:15:44.890436,INFO,unknown,Key Principle: Work from symptom → layer → component → root cause.,{'source': 'SOP-003-High-500-Error-Rate.txt'},12,🟢 INFO
11,1733f9f77633,Do NOT restart services without first identifying the cause.,2026-03-09T13:15:44.890436,INFO,unknown,Do NOT restart services without first identifying the cause.,{'source': 'SOP-003-High-500-Error-Rate.txt'},13,🟢 INFO
12,e6a3ed5ec11d,2. SEVERITY CLASSIFICATION,2026-03-09T13:15:44.890436,INFO,unknown,2. SEVERITY CLASSIFICATION,{'source': 'SOP-003-High-500-Error-Rate.txt'},15,🟢 INFO
13,a729e1a03b44,---------------------------,2026-03-09T13:15:44.890436,INFO,unknown,---------------------------,{'source': 'SOP-003-High-500-Error-Rate.txt'},16,🟢 INFO
14,4944e9119a2a,"P1 (Immediate): Error rate >25% OR >10,000 errors/min OR revenue impact",2026-03-09T13:15:44.890436,INFO,unknown,"P1 (Immediate): Error rate >25% OR >10,000 errors/min OR revenue impact",{'source': 'SOP-003-High-500-Error-Rate.txt'},17,🟢 INFO
15,614a3ff33858,P2 (Urgent):    Error rate 5-25% OR specific critical endpoint affected,2026-03-09T13:15:44.890436,INFO,unknown,P2 (Urgent):    Error rate 5-25% OR specific critical endpoint affected,{'source': 'SOP-003-High-500-Error-Rate.txt'},18,🟢 INFO
16,9baf75de2ffb,P3 (Monitor):   Error rate 1-5% OR low-traffic endpoint only,2026-03-09T13:15:44.890436,INFO,unknown,P3 (Monitor):   Error rate 1-5% OR low-traffic endpoint only,{'source': 'SOP-003-High-500-Error-Rate.txt'},19,🟢 INFO
17,2b27061b9cd6,3. IMMEDIATE TRIAGE (First 5 minutes),2026-03-09T13:15:44.890436,INFO,unknown,3. IMMEDIATE TRIAGE (First 5 minutes),{'source': 'SOP-003-High-500-Error-Rate.txt'},21,🟢 INFO
18,0a216e41fd9f,--------------------------------------,2026-03-09T13:15:44.890436,INFO,unknown,--------------------------------------,{'source': 'SOP-003-High-500-Error-Rate.txt'},22,🟢 INFO
19,b755f19c95db,Step 1: Establish timeline,2026-03-09T13:15:44.890436,INFO,unknown,Step 1: Establish timeline,{'source': 'SOP-003-High-500-Error-Rate.txt'},23,🟢 INFO
20,a3cc93759a36,  - When did errors start? (Check dashboard),2026-03-09T13:15:44.890436,INFO,unknown,  - When did errors start? (Check dashboard),{'source': 'SOP-003-High-500-Error-Rate.txt'},24,🟢 INFO
21,59b955217004,  - Was there a deployment in the last 30 minutes?,2026-03-09T13:15:44.890436,INFO,unknown,  - Was there a deployment in the last 30 minutes?,{'source': 'SOP-003-High-500-Error-Rate.txt'},25,🟢 INFO
22,372d073f1a8f,"  - Any infrastructure changes? (scaling event, config change)",2026-03-09T13:15:44.890436,INFO,unknown,"  - Any infrastructure changes? (scaling event, config change)",{'source': 'SOP-003-High-500-Error-Rate.txt'},26,🟢 INFO
23,379d67dfb89a,"  - Correlate with any external events (traffic spike, partner API issue)",2026-03-09T13:15:44.890436,INFO,unknown,"  - Correlate with any external events (traffic spike, partner API issue)",{'source': 'SOP-003-High-500-Error-Rate.txt'},27,🟢 INFO
24,24c291724db6,Step 2: Scope the impact,2026-03-09T13:15:44.891455,INFO,unknown,Step 2: Scope the impact,{'source': 'SOP-003-High-500-Error-Rate.txt'},29,🟢 INFO
25,6d004a48bbd5,  - Which endpoints are affected? (Check by path in access logs),2026-03-09T13:15:44.891455,INFO,unknown,  - Which endpoints are affected? (Check by path in access logs),{'source': 'SOP-003-High-500-Error-Rate.txt'},30,🟢 INFO
26,be55bccb9ec1,  - Which services are generating the errors?,2026-03-09T13:15:44.891455,INFO,unknown,  - Which services are generating the errors?,{'source': 'SOP-003-High-500-Error-Rate.txt'},31,🟢 INFO
27,19b83c2a1faa,  - Are errors on all pods/instances or isolated?,2026-03-09T13:15:44.891455,INFO,unknown,  - Are errors on all pods/instances or isolated?,{'source': 'SOP-003-High-500-Error-Rate.txt'},32,🟢 INFO
28,834e41da8f11,"  Command: grep ""HTTP 500"" /var/log/nginx/access.log | awk '{print $7}' | sort | uniq -c | sort -rn",2026-03-09T13:15:44.891455,INFO,unknown,"  Command: grep ""HTTP 500"" /var/log/nginx/access.log | awk '{print $7}' | sort | uniq -c | sort -rn",{'source': 'SOP-003-High-500-Error-Rate.txt'},34,🟢 INFO
29,79e2457b0d92,Step 3: Check for obvious causes,2026-03-09T13:15:44.891455,INFO,unknown,Step 3: Check for obvious causes,{'source': 'SOP-003-High-500-Error-Rate.txt'},36,🟢 INFO
30,f8f889ec8cde,  - Recent deployment: git log --oneline -5,2026-03-09T13:15:44.891455,INFO,unknown,  - Recent deployment: git log --oneline -5,{'source': 'SOP-003-High-500-Error-Rate.txt'},37,🟢 INFO
31,c6dd48e7f04b,  - Config change: kubectl describe configmap app-config,2026-03-09T13:15:44.891455,INFO,unknown,  - Config change: kubectl describe configmap app-config,{'source': 'SOP-003-High-500-Error-Rate.txt'},38,🟢 INFO
32,10d665a21a2f,  - Resource exhaustion: kubectl top pods,2026-03-09T13:15:44.891455,INFO,unknown,  - Resource exhaustion: kubectl top pods,{'source': 'SOP-003-High-500-Error-Rate.txt'},39,🟢 INFO
33,35b70f981b29,4. DIAGNOSIS DECISION TREE,2026-03-09T13:15:44.891455,INFO,unknown,4. DIAGNOSIS DECISION TREE,{'source': 'SOP-003-High-500-Error-Rate.txt'},41,🟢 INFO
34,c38ed588354f,---------------------------,2026-03-09T13:15:44.891455,INFO,unknown,---------------------------,{'source': 'SOP-003-High-500-Error-Rate.txt'},42,🟢 INFO
35,4eb0f0962279,IF errors started after deployment:,2026-03-09T13:15:44.891455,INFO,unknown,IF errors started after deployment:,{'source': 'SOP-003-High-500-Error-Rate.txt'},44,🟢 INFO
36,30dc7cb9d7e1,  → Likely: code regression or bad config,2026-03-09T13:15:44.891455,INFO,unknown,  → Likely: code regression or bad config,{'source': 'SOP-003-High-500-Error-Rate.txt'},45,🟢 INFO
37,8342d396f49f,"  → Action: Check new code diff, consider rollback",2026-03-09T13:15:44.891455,INFO,unknown,"  → Action: Check new code diff, consider rollback",{'source': 'SOP-003-High-500-Error-Rate.txt'},46,🟢 INFO
38,8458d7eef08a,  → Command: kubectl rollout history deployment/web-server,2026-03-09T13:15:44.891455,INFO,unknown,  → Command: kubectl rollout history deployment/web-server,{'source': 'SOP-003-High-500-Error-Rate.txt'},47,🟢 INFO
39,d7759dcebfd7,IF errors on all endpoints simultaneously:,2026-03-09T13:15:44.891455,INFO,unknown,IF errors on all endpoints simultaneously:,{'source': 'SOP-003-High-500-Error-Rate.txt'},49,🟢 INFO
40,e021c63c5753,"  → Likely: shared dependency failure (DB, cache, external API)",2026-03-09T13:15:44.891455,INFO,unknown,"  → Likely: shared dependency failure (DB, cache, external API)",{'source': 'SOP-003-High-500-Error-Rate.txt'},50,🟢 INFO
41,1a58ee815dbf,"  → Action: Check DB connections, Redis, downstream services",2026-03-09T13:15:44.892445,INFO,unknown,"  → Action: Check DB connections, Redis, downstream services",{'source': 'SOP-003-High-500-Error-Rate.txt'},51,🟢 INFO
42,7d95d64c835f,  → See SOP-001 (Database) or SOP-002 (Redis),2026-03-09T13:15:44.892445,INFO,unknown,  → See SOP-001 (Database) or SOP-002 (Redis),{'source': 'SOP-003-High-500-Error-Rate.txt'},52,🟢 INFO
43,dbf53e32ed75,IF errors on specific endpoint only:,2026-03-09T13:15:44.892445,INFO,unknown,IF errors on specific endpoint only:,{'source': 'SOP-003-High-500-Error-Rate.txt'},54,🟢 INFO
44,1f6c5b8887b1,  → Likely: code bug or data-specific issue,2026-03-09T13:15:44.892445,INFO,unknown,  → Likely: code bug or data-specific issue,{'source': 'SOP-003-High-500-Error-Rate.txt'},55,🟢 INFO
45,6be9c37b7119,  → Action: Check application logs for that endpoint,2026-03-09T13:15:44.892445,INFO,unknown,  → Action: Check application logs for that endpoint,{'source': 'SOP-003-High-500-Error-Rate.txt'},56,🟢 INFO
46,dd8050f6046b,"  → Command: grep ""POST /api/checkout"" /var/log/app/error.log",2026-03-09T13:15:44.892445,INFO,unknown,"  → Command: grep ""POST /api/checkout"" /var/log/app/error.log",{'source': 'SOP-003-High-500-Error-Rate.txt'},57,🟢 INFO
47,baab34c9d4a7,IF errors increasing gradually (not sudden spike):,2026-03-09T13:15:44.892445,INFO,unknown,IF errors increasing gradually (not sudden spike):,{'source': 'SOP-003-High-500-Error-Rate.txt'},59,🟢 INFO
48,8efa688a9c51,  → Likely: resource leak or gradual degradation,2026-03-09T13:15:44.892445,INFO,unknown,  → Likely: resource leak or gradual degradation,{'source': 'SOP-003-High-500-Error-Rate.txt'},60,🟢 INFO
49,fab27e1ef1b4,"  → Action: Check memory/CPU trend, look for connection leaks",2026-03-09T13:15:44.892445,INFO,unknown,"  → Action: Check memory/CPU trend, look for connection leaks",{'source': 'SOP-003-High-500-Error-Rate.txt'},61,🟢 INFO
50,097d5bedc7e3,  → Command: kubectl top pods --containers,2026-03-09T13:15:44.892445,INFO,unknown,  → Command: kubectl top pods --containers,{'source': 'SOP-003-High-500-Error-Rate.txt'},62,🟢 INFO
51,41f331512a64,IF errors correlate with traffic spike:,2026-03-09T13:15:44.892445,INFO,unknown,IF errors correlate with traffic spike:,{'source': 'SOP-003-High-500-Error-Rate.txt'},64,🟢 INFO
52,d9bb61d397e6,  → Likely: capacity issue or rate limiting,2026-03-09T13:15:44.892445,INFO,unknown,  → Likely: capacity issue or rate limiting,{'source': 'SOP-003-High-500-Error-Rate.txt'},65,🟢 INFO
53,e3f5dc45e2c4,"  → Action: Scale up, check rate limit config",2026-03-09T13:15:44.892445,INFO,unknown,"  → Action: Scale up, check rate limit config",{'source': 'SOP-003-High-500-Error-Rate.txt'},66,🟢 INFO
54,266fb9743132,  → Command: kubectl scale deployment/web-server --replicas=10,2026-03-09T13:15:44.892445,INFO,unknown,  → Command: kubectl scale deployment/web-server --replicas=10,{'source': 'SOP-003-High-500-Error-Rate.txt'},67,🟢 INFO
55,fb5e1d72eb89,5. COMMON ROOT CAUSES & FIXES,2026-03-09T13:15:44.892445,INFO,unknown,5. COMMON ROOT CAUSES & FIXES,{'source': 'SOP-003-High-500-Error-Rate.txt'},69,🟢 INFO
56,1cad13988b8f,-------------------------------,2026-03-09T13:15:44.892445,INFO,unknown,-------------------------------,{'source': 'SOP-003-High-500-Error-Rate.txt'},70,🟢 INFO
57,4edb6c30bfb2,Root Cause: Null pointer / unhandled exception in new code,2026-03-09T13:15:44.892445,INFO,unknown,Root Cause: Null pointer / unhandled exception in new code,{'source': 'SOP-003-High-500-Error-Rate.txt'},72,🟢 INFO
58,302560a59478,"  Evidence: Stack trace in error logs, started after deployment",2026-03-09T13:15:44.892445,INFO,unknown,"  Evidence: Stack trace in error logs, started after deployment",{'source': 'SOP-003-High-500-Error-Rate.txt'},73,🟢 INFO
59,293cf9ef864e,  Fix: Roll back deployment,2026-03-09T13:15:44.892445,INFO,unknown,  Fix: Roll back deployment,{'source': 'SOP-003-High-500-Error-Rate.txt'},74,🟢 INFO
60,8b2a9eee011c,  Command: kubectl rollout undo deployment/web-server,2026-03-09T13:15:44.892445,INFO,unknown,  Command: kubectl rollout undo deployment/web-server,{'source': 'SOP-003-High-500-Error-Rate.txt'},75,🟢 INFO
61,241b078b14fa,Root Cause: Database query timeout,2026-03-09T13:15:44.892445,INFO,unknown,Root Cause: Database query timeout,{'source': 'SOP-003-High-500-Error-Rate.txt'},77,🟢 INFO
62,35aba5ac6124,"  Evidence: ""Query timed out after Xms"", DB slow query log spikes",2026-03-09T13:15:44.892445,INFO,unknown,"  Evidence: ""Query timed out after Xms"", DB slow query log spikes",{'source': 'SOP-003-High-500-Error-Rate.txt'},78,🟢 INFO
63,0fcddfbbe18f,"  Fix: Kill slow queries, add index, increase query timeout temporarily",2026-03-09T13:15:44.892445,INFO,unknown,"  Fix: Kill slow queries, add index, increase query timeout temporarily",{'source': 'SOP-003-High-500-Error-Rate.txt'},79,🟢 INFO
64,bb8e6ffcb678,  See: SOP-001 for full DB runbook,2026-03-09T13:15:44.892445,INFO,unknown,  See: SOP-001 for full DB runbook,{'source': 'SOP-003-High-500-Error-Rate.txt'},80,🟢 INFO
65,ea237beaaa9c,"Root Cause: External API unavailable (payment, email, etc.)",2026-03-09T13:15:44.892445,INFO,unknown,"Root Cause: External API unavailable (payment, email, etc.)",{'source': 'SOP-003-High-500-Error-Rate.txt'},82,🟢 INFO
66,1e457e8f22ae,  Evidence: Timeout errors to specific external host,2026-03-09T13:15:44.892445,INFO,unknown,  Evidence: Timeout errors to specific external host,{'source': 'SOP-003-High-500-Error-Rate.txt'},83,🟢 INFO
67,c0d472ee1b46,"  Fix: Enable fallback mode, disable non-critical external calls",2026-03-09T13:15:44.892445,INFO,unknown,"  Fix: Enable fallback mode, disable non-critical external calls",{'source': 'SOP-003-High-500-Error-Rate.txt'},84,🟢 INFO
68,f5a63a68383b,  Command: kubectl set env deployment/web-server PAYMENT_FALLBACK=true,2026-03-09T13:15:44.892445,INFO,unknown,  Command: kubectl set env deployment/web-server PAYMENT_FALLBACK=true,{'source': 'SOP-003-High-500-Error-Rate.txt'},85,🟢 INFO
69,71529fb72f36,Root Cause: Memory leak causing OOM restarts,2026-03-09T13:15:44.892445,INFO,unknown,Root Cause: Memory leak causing OOM restarts,{'source': 'SOP-003-High-500-Error-Rate.txt'},87,🟢 INFO
70,6a5aa2cad28d,"  Evidence: Pod restarts increasing, OOMKilled events",2026-03-09T13:15:44.892445,INFO,unknown,"  Evidence: Pod restarts increasing, OOMKilled events",{'source': 'SOP-003-High-500-Error-Rate.txt'},88,🟢 INFO
71,46eac54e9275,"  Fix: Rolling restart, increase memory limits, identify leaking code",2026-03-09T13:15:44.892445,INFO,unknown,"  Fix: Rolling restart, increase memory limits, identify leaking code",{'source': 'SOP-003-High-500-Error-Rate.txt'},89,🟢 INFO
72,74677ddc866c,  Command: kubectl get events | grep OOMKilled,2026-03-09T13:15:44.893453,INFO,unknown,  Command: kubectl get events | grep OOMKilled,{'source': 'SOP-003-High-500-Error-Rate.txt'},90,🟢 INFO
73,7beef2547434,Root Cause: File descriptor exhaustion,2026-03-09T13:15:44.893453,INFO,unknown,Root Cause: File descriptor exhaustion,{'source': 'SOP-003-High-500-Error-Rate.txt'},92,🟢 INFO
74,4d6d95a3c898,"  Evidence: ""Too many open files"" in logs",2026-03-09T13:15:44.893453,INFO,unknown,"  Evidence: ""Too many open files"" in logs",{'source': 'SOP-003-High-500-Error-Rate.txt'},93,🟢 INFO
75,8938d5d0bbfd,  Fix: ulimit -n 65536 or increase at OS level,2026-03-09T13:15:44.893453,INFO,unknown,  Fix: ulimit -n 65536 or increase at OS level,{'source': 'SOP-003-High-500-Error-Rate.txt'},94,🟢 INFO
76,36b5e6d1c33c,"  Command: cat /proc/$(pgrep java)/limits | grep ""open files""",2026-03-09T13:15:44.893453,INFO,unknown,"  Command: cat /proc/$(pgrep java)/limits | grep ""open files""",{'source': 'SOP-003-High-500-Error-Rate.txt'},95,🟢 INFO
77,655ad59ed8df,Root Cause: Certificate expiry,2026-03-09T13:15:44.893453,INFO,unknown,Root Cause: Certificate expiry,{'source': 'SOP-003-High-500-Error-Rate.txt'},97,🟢 INFO
78,808795effb17,"  Evidence: SSL handshake errors, specific to HTTPS endpoints",2026-03-09T13:15:44.893453,INFO,unknown,"  Evidence: SSL handshake errors, specific to HTTPS endpoints",{'source': 'SOP-003-High-500-Error-Rate.txt'},98,🟢 INFO
79,dac1cd1553b9,  Fix: Renew certificate immediately,2026-03-09T13:15:44.893453,INFO,unknown,  Fix: Renew certificate immediately,{'source': 'SOP-003-High-500-Error-Rate.txt'},99,🟢 INFO
80,cf11f2362a8c,"  Command: openssl s_client -connect api.internal:443 | grep ""notAfter""",2026-03-09T13:15:44.893453,INFO,unknown,"  Command: openssl s_client -connect api.internal:443 | grep ""notAfter""",{'source': 'SOP-003-High-500-Error-Rate.txt'},100,🟢 INFO
81,2c679d8dc8ec,6. ROLLBACK PROCEDURE,2026-03-09T13:15:44.893453,INFO,unknown,6. ROLLBACK PROCEDURE,{'source': 'SOP-003-High-500-Error-Rate.txt'},102,🟢 INFO
82,e98351c82db7,----------------------,2026-03-09T13:15:44.893453,INFO,unknown,----------------------,{'source': 'SOP-003-High-500-Error-Rate.txt'},103,🟢 INFO
83,f03d5cd6329d,"If deployment caused the issue, rollback immediately:",2026-03-09T13:15:44.893453,INFO,unknown,"If deployment caused the issue, rollback immediately:",{'source': 'SOP-003-High-500-Error-Rate.txt'},104,🟢 INFO
84,19d2675cec87,  Step 1: Confirm deployment was the cause,2026-03-09T13:15:44.893453,INFO,unknown,  Step 1: Confirm deployment was the cause,{'source': 'SOP-003-High-500-Error-Rate.txt'},106,🟢 INFO
85,15f344cc6f7e,    kubectl rollout history deployment/web-server,2026-03-09T13:15:44.893453,INFO,unknown,    kubectl rollout history deployment/web-server,{'source': 'SOP-003-High-500-Error-Rate.txt'},107,🟢 INFO
86,423d7edf1d3e,  Step 2: Roll back to previous version,2026-03-09T13:15:44.893453,INFO,unknown,  Step 2: Roll back to previous version,{'source': 'SOP-003-High-500-Error-Rate.txt'},109,🟢 INFO
87,0df1aec5ab2e,    kubectl rollout undo deployment/web-server,2026-03-09T13:15:44.893453,INFO,unknown,    kubectl rollout undo deployment/web-server,{'source': 'SOP-003-High-500-Error-Rate.txt'},110,🟢 INFO
88,83a0320789c8,    # Or to specific revision:,2026-03-09T13:15:44.893453,INFO,unknown,    # Or to specific revision:,{'source': 'SOP-003-High-500-Error-Rate.txt'},111,🟢 INFO
89,1e92dc35831c,    kubectl rollout undo deployment/web-server --to-revision=3,2026-03-09T13:15:44.893453,INFO,unknown,    kubectl rollout undo deployment/web-server --to-revision=3,{'source': 'SOP-003-High-500-Error-Rate.txt'},112,🟢 INFO
90,fde2d820caef,  Step 3: Monitor rollout,2026-03-09T13:15:44.893453,INFO,unknown,  Step 3: Monitor rollout,{'source': 'SOP-003-High-500-Error-Rate.txt'},114,🟢 INFO
91,82bfbf8166b2,    kubectl rollout status deployment/web-server,2026-03-09T13:15:44.893453,INFO,unknown,    kubectl rollout status deployment/web-server,{'source': 'SOP-003-High-500-Error-Rate.txt'},115,🟢 INFO
92,2a570a9da778,  Step 4: Verify error rate drops,2026-03-09T13:15:44.893453,INFO,unknown,  Step 4: Verify error rate drops,{'source': 'SOP-003-High-500-Error-Rate.txt'},117,🟢 INFO
93,5fea857e1ead,"    # Wait 2-3 minutes, check dashboard",2026-03-09T13:15:44.893453,INFO,unknown,"    # Wait 2-3 minutes, check dashboard",{'source': 'SOP-003-High-500-Error-Rate.txt'},118,🟢 INFO
94,ff94ddff5c6e,7. VALIDATION,2026-03-09T13:15:44.893453,INFO,unknown,7. VALIDATION,{'source': 'SOP-003-High-500-Error-Rate.txt'},120,🟢 INFO
95,a8057e2ff85f,-------------,2026-03-09T13:15:44.893453,INFO,unknown,-------------,{'source': 'SOP-003-High-500-Error-Rate.txt'},121,🟢 INFO
96,87dc45a57bd4,  1. Error rate < 1% (sustained for 5 minutes),2026-03-09T13:15:44.893453,INFO,unknown,  1. Error rate < 1% (sustained for 5 minutes),{'source': 'SOP-003-High-500-Error-Rate.txt'},122,🟢 INFO
97,52742c21df30,  2. All health checks passing: curl https://api.internal/health,2026-03-09T13:15:44.893453,INFO,unknown,  2. All health checks passing: curl https://api.internal/health,{'source': 'SOP-003-High-500-Error-Rate.txt'},123,🟢 INFO
98,bc83479aac5c,  3. No OOMKilled pods: kubectl get events | grep -i kill,2026-03-09T13:15:44.893453,INFO,unknown,  3. No OOMKilled pods: kubectl get events | grep -i kill,{'source': 'SOP-003-High-500-Error-Rate.txt'},124,🟢 INFO
99,769f6038b77f,  4. Database connections normal (see SOP-001),2026-03-09T13:15:44.893453,INFO,unknown,  4. Database connections normal (see SOP-001),{'source': 'SOP-003-High-500-Error-Rate.txt'},125,🟢 INFO
100,24e9179580d7,  5. Response time p99 < 200ms,2026-03-09T13:15:44.893453,INFO,unknown,  5. Response time p99 < 200ms,{'source': 'SOP-003-High-500-Error-Rate.txt'},126,🟢 INFO
101,cbe4f22b301f,  6. No alerts firing in PagerDuty,2026-03-09T13:15:44.893453,INFO,unknown,  6. No alerts firing in PagerDuty,{'source': 'SOP-003-High-500-Error-Rate.txt'},127,🟢 INFO
102,aa0e89666070,8. POST-INCIDENT ACTIONS,2026-03-09T13:15:44.893453,INFO,unknown,8. POST-INCIDENT ACTIONS,{'source': 'SOP-003-High-500-Error-Rate.txt'},129,🟢 INFO
103,a558d148e65c,------------------------,2026-03-09T13:15:44.893453,INFO,unknown,------------------------,{'source': 'SOP-003-High-500-Error-Rate.txt'},130,🟢 INFO
104,83fe951e0c0b,  - File incident report within 24 hours,2026-03-09T13:15:44.894450,INFO,unknown,  - File incident report within 24 hours,{'source': 'SOP-003-High-500-Error-Rate.txt'},131,🟢 INFO
105,7504ce73cd22,  - Add automated test for the root cause scenario,2026-03-09T13:15:44.894450,INFO,unknown,  - Add automated test for the root cause scenario,{'source': 'SOP-003-High-500-Error-Rate.txt'},132,🟢 INFO
106,3d0f664a087b,  - Review deployment checklist — add missing validation step,2026-03-09T13:15:44.894450,INFO,unknown,  - Review deployment checklist — add missing validation step,{'source': 'SOP-003-High-500-Error-Rate.txt'},133,🟢 INFO
