,id,raw,timestamp,level,service,message,attributes,line_no,level_display
107,4751ad112b3d,  - Update runbook if new root cause discovered,2026-03-09T13:15:44.894450,INFO,unknown,  - Update runbook if new root cause discovered,{'source': 'SOP-003-High-500-Error-Rate.txt'},134,🟢 INFO
108,ee206a4576d3,Contacts:,2026-03-09T13:15:44.894450,INFO,unknown,Contacts:,{'source': 'SOP-003-High-500-Error-Rate.txt'},136,🟢 INFO
109,23eef53efc25,  Application Team: #app-oncall (Slack),2026-03-09T13:15:44.894450,INFO,unknown,  Application Team: #app-oncall (Slack),{'source': 'SOP-003-High-500-Error-Rate.txt'},137,🟢 INFO
110,ffa2ddd99d4c,  Platform Team: #platform-oncall (Slack),2026-03-09T13:15:44.894450,INFO,unknown,  Platform Team: #platform-oncall (Slack),{'source': 'SOP-003-High-500-Error-Rate.txt'},138,🟢 INFO
111,e5e603bc095e,  Escalation: ***EMAIL***,2026-03-09T13:15:44.894450,INFO,unknown,  Escalation: ***EMAIL***,{'source': 'SOP-003-High-500-Error-Rate.txt'},139,🟢 INFO
112,bb47c11d5487,"{""timestamp"":""2024-02-10T09:00:01Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Gateway started"",""version"":""3.1.0"",""port"":443}",2024-02-10T09:00:01,INFO,api-gateway,Gateway started,"{'service': 'api-gateway', 'version': '3.1.0', 'port': 443, 'source': 'microservices_json.log'}",0,🟢 INFO
113,bbd4fe90cc21,"{""timestamp"":""2024-02-10T09:00:02Z"",""level"":""INFO"",""service"":""user-service"",""message"":""Connected to database"",""host"":""users-db"",""pool_size"":20}",2024-02-10T09:00:02,INFO,user-service,Connected to database,"{'service': 'user-service', 'host': 'users-db', 'pool_size': 20, 'source': 'microservices_json.log'}",1,🟢 INFO
114,6e4763d34c2d,"{""timestamp"":""2024-02-10T09:00:03Z"",""level"":""INFO"",""service"":""order-service"",""message"":""Connected to database"",""host"":""orders-db"",""pool_size"":30}",2024-02-10T09:00:03,INFO,order-service,Connected to database,"{'service': 'order-service', 'host': 'orders-db', 'pool_size': 30, 'source': 'microservices_json.log'}",2,🟢 INFO
115,f607436eda54,"{""timestamp"":""2024-02-10T09:00:05Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/users"",""status"":200,""latency_ms"":22}",2024-02-10T09:00:05,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/users', 'status': 200, 'latency_ms': 22, 'source': 'microservices_json.log'}",3,🟢 INFO
116,b665ca9b89be,"{""timestamp"":""2024-02-10T09:00:07Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""POST"",""path"":""/v1/orders"",""status"":201,""latency_ms"":88}",2024-02-10T09:00:07,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'POST', 'path': '/v1/orders', 'status': 201, 'latency_ms': 88, 'source': 'microservices_json.log'}",4,🟢 INFO
117,d4f68724cc76,"{""timestamp"":""2024-02-10T09:00:09Z"",""level"":""INFO"",""service"":""order-service"",""message"":""Order created"",""order_id"":""ord_1001"",""user_id"":""usr_501"",""amount"":129.99}",2024-02-10T09:00:09,INFO,order-service,Order created,"{'service': 'order-service', 'order_id': 'ord_1001', 'user_id': 'usr_501', 'amount': 129.99, 'source': 'microservices_json.log'}",5,🟢 INFO
118,1381fc1d70cc,"{""timestamp"":""2024-02-10T09:00:11Z"",""level"":""INFO"",""service"":""inventory-service"",""message"":""Stock reserved"",""sku"":""SKU-XYZ-001"",""qty"":1,""warehouse"":""WH-EAST""}",2024-02-10T09:00:11,INFO,inventory-service,Stock reserved,"{'service': 'inventory-service', 'sku': 'SKU-XYZ-001', 'qty': 1, 'warehouse': 'WH-EAST', 'source': 'microservices_json.log'}",6,🟢 INFO
119,f4d0e75a5078,"{""timestamp"":""2024-02-10T09:00:15Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/health"",""status"":200,""latency_ms"":5}",2024-02-10T09:00:15,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/health', 'status': 200, 'latency_ms': 5, 'source': 'microservices_json.log'}",7,🟢 INFO
120,17082626d510,"{""timestamp"":""2024-02-10T09:01:00Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/products"",""status"":200,""latency_ms"":34}",2024-02-10T09:01:00,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/products', 'status': 200, 'latency_ms': 34, 'source': 'microservices_json.log'}",8,🟢 INFO
121,06d35de19367,"{""timestamp"":""2024-02-10T09:01:05Z"",""level"":""WARNING"",""service"":""cache-service"",""message"":""Cache hit rate low"",""hit_rate"":0.42,""threshold"":0.70,""cache"":""product-cache""}",2024-02-10T09:01:05,WARNING,cache-service,Cache hit rate low,"{'service': 'cache-service', 'hit_rate': 0.42, 'threshold': 0.7, 'cache': 'product-cache', 'source': 'microservices_json.log'}",9,🟡 WARNING
122,1c3b7c79a214,"{""timestamp"":""2024-02-10T09:01:10Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/products"",""status"":200,""latency_ms"":312}",2024-02-10T09:01:10,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/products', 'status': 200, 'latency_ms': 312, 'source': 'microservices_json.log'}",10,🟢 INFO
123,b4885083bfad,"{""timestamp"":""2024-02-10T09:01:12Z"",""level"":""WARNING"",""service"":""api-gateway"",""message"":""Elevated latency detected"",""path"":""/v1/products"",""latency_ms"":312,""p99_baseline"":50}",2024-02-10T09:01:12,WARNING,api-gateway,Elevated latency detected,"{'service': 'api-gateway', 'path': '/v1/products', 'latency_ms': 312, 'p99_baseline': 50, 'source': 'microservices_json.log'}",11,🟡 WARNING
124,9498388357fc,"{""timestamp"":""2024-02-10T09:01:15Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/products"",""status"":200,""latency_ms"":287}",2024-02-10T09:01:15,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/products', 'status': 200, 'latency_ms': 287, 'source': 'microservices_json.log'}",12,🟢 INFO
125,7c7fa269b47f,"{""timestamp"":""2024-02-10T09:01:18Z"",""level"":""WARNING"",""service"":""cache-service"",""message"":""Cache miss storm detected"",""misses_per_sec"":340,""normal_rate"":12}",2024-02-10T09:01:18,WARNING,cache-service,Cache miss storm detected,"{'service': 'cache-service', 'misses_per_sec': 340, 'normal_rate': 12, 'source': 'microservices_json.log'}",13,🟡 WARNING
126,2c63fcd9b856,"{""timestamp"":""2024-02-10T09:01:20Z"",""level"":""ERROR"",""service"":""cache-service"",""message"":""Redis connection refused"",""host"":""redis-primary"",""port"":6379,""attempt"":1}",2024-02-10T09:01:20,ERROR,cache-service,Redis connection refused,"{'service': 'cache-service', 'host': 'redis-primary', 'port': 6379, 'attempt': 1, 'source': 'microservices_json.log'}",14,🔴 ERROR
127,425b0357dcfc,"{""timestamp"":""2024-02-10T09:01:21Z"",""level"":""ERROR"",""service"":""cache-service"",""message"":""Redis connection refused"",""host"":""redis-primary"",""port"":6379,""attempt"":2}",2024-02-10T09:01:21,ERROR,cache-service,Redis connection refused,"{'service': 'cache-service', 'host': 'redis-primary', 'port': 6379, 'attempt': 2, 'source': 'microservices_json.log'}",15,🔴 ERROR
128,2b8a66d3770a,"{""timestamp"":""2024-02-10T09:01:22Z"",""level"":""ERROR"",""service"":""cache-service"",""message"":""Redis connection refused"",""host"":""redis-primary"",""port"":6379,""attempt"":3}",2024-02-10T09:01:22,ERROR,cache-service,Redis connection refused,"{'service': 'cache-service', 'host': 'redis-primary', 'port': 6379, 'attempt': 3, 'source': 'microservices_json.log'}",16,🔴 ERROR
129,92ce6d96808b,"{""timestamp"":""2024-02-10T09:01:23Z"",""level"":""CRITICAL"",""service"":""cache-service"",""message"":""Redis cluster unavailable"",""hosts"":[""redis-primary"",""redis-replica-1"",""redis-replica-2""],""impact"":""all caches degraded""}",2024-02-10T09:01:23,CRITICAL,cache-service,Redis cluster unavailable,"{'service': 'cache-service', 'hosts': ['redis-primary', 'redis-replica-1', 'redis-replica-2'], 'impact': 'all caches degraded', 'source': 'microservices_json.log'}",17,🔴 CRITICAL
130,c85aa8126fed,"{""timestamp"":""2024-02-10T09:01:24Z"",""level"":""ERROR"",""service"":""api-gateway"",""message"":""Request failed"",""method"":""GET"",""path"":""/v1/products"",""status"":500,""error"":""cache_unavailable""}",2024-02-10T09:01:24,ERROR,api-gateway,Request failed,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/products', 'status': 500, 'error': 'cache_unavailable', 'source': 'microservices_json.log'}",18,🔴 ERROR
131,9df6a2791e23,"{""timestamp"":""2024-02-10T09:01:24Z"",""level"":""ERROR"",""service"":""api-gateway"",""message"":""Request failed"",""method"":""GET"",""path"":""/v1/users"",""status"":500,""error"":""cache_unavailable""}",2024-02-10T09:01:24,ERROR,api-gateway,Request failed,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/users', 'status': 500, 'error': 'cache_unavailable', 'source': 'microservices_json.log'}",19,🔴 ERROR
132,fca2e57ffd20,"{""timestamp"":""2024-02-10T09:01:25Z"",""level"":""ERROR"",""service"":""api-gateway"",""message"":""Request failed"",""method"":""POST"",""path"":""/v1/orders"",""status"":500,""error"":""cache_unavailable""}",2024-02-10T09:01:25,ERROR,api-gateway,Request failed,"{'service': 'api-gateway', 'method': 'POST', 'path': '/v1/orders', 'status': 500, 'error': 'cache_unavailable', 'source': 'microservices_json.log'}",20,🔴 ERROR
133,862c5ccda35e,"{""timestamp"":""2024-02-10T09:01:25Z"",""level"":""ERROR"",""service"":""order-service"",""message"":""Failed to read session cache"",""session_id"":""sess_abc"",""error"":""ECONNREFUSED""}",2024-02-10T09:01:25,ERROR,order-service,Failed to read session cache,"{'service': 'order-service', 'session_id': 'sess_abc', 'error': 'ECONNREFUSED', 'source': 'microservices_json.log'}",21,🔴 ERROR
134,189a7ab81dfb,"{""timestamp"":""2024-02-10T09:01:26Z"",""level"":""ERROR"",""service"":""user-service"",""message"":""Failed to read session cache"",""session_id"":""sess_def"",""error"":""ECONNREFUSED""}",2024-02-10T09:01:26,ERROR,user-service,Failed to read session cache,"{'service': 'user-service', 'session_id': 'sess_def', 'error': 'ECONNREFUSED', 'source': 'microservices_json.log'}",22,🔴 ERROR
135,3258d475acbc,"{""timestamp"":""2024-02-10T09:01:26Z"",""level"":""ERROR"",""service"":""api-gateway"",""message"":""Request failed"",""method"":""GET"",""path"":""/v1/orders"",""status"":500,""error"":""cache_unavailable""}",2024-02-10T09:01:26,ERROR,api-gateway,Request failed,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/orders', 'status': 500, 'error': 'cache_unavailable', 'source': 'microservices_json.log'}",23,🔴 ERROR
136,0d19d980ea13,"{""timestamp"":""2024-02-10T09:01:27Z"",""level"":""ERROR"",""service"":""api-gateway"",""message"":""Request failed"",""method"":""POST"",""path"":""/v1/checkout"",""status"":500,""error"":""cache_unavailable""}",2024-02-10T09:01:27,ERROR,api-gateway,Request failed,"{'service': 'api-gateway', 'method': 'POST', 'path': '/v1/checkout', 'status': 500, 'error': 'cache_unavailable', 'source': 'microservices_json.log'}",24,🔴 ERROR
137,64029f2a6ea3,"{""timestamp"":""2024-02-10T09:01:27Z"",""level"":""CRITICAL"",""service"":""api-gateway"",""message"":""Error rate critical"",""error_rate_pct"":94.2,""window_sec"":10,""threshold_pct"":5}",2024-02-10T09:01:27,CRITICAL,api-gateway,Error rate critical,"{'service': 'api-gateway', 'error_rate_pct': 94.2, 'window_sec': 10, 'threshold_pct': 5, 'source': 'microservices_json.log'}",25,🔴 CRITICAL
138,fd8055c42dde,"{""timestamp"":""2024-02-10T09:01:28Z"",""level"":""ERROR"",""service"":""api-gateway"",""message"":""Request failed"",""method"":""GET"",""path"":""/v1/health"",""status"":503,""error"":""degraded_mode""}",2024-02-10T09:01:28,ERROR,api-gateway,Request failed,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/health', 'status': 503, 'error': 'degraded_mode', 'source': 'microservices_json.log'}",26,🔴 ERROR
139,1ee3b8d1301e,"{""timestamp"":""2024-02-10T09:01:30Z"",""level"":""WARNING"",""service"":""alerting"",""message"":""PagerDuty alert fired"",""severity"":""P1"",""title"":""Cache cluster down"",""team"":""platform-infra""}",2024-02-10T09:01:30,WARNING,alerting,PagerDuty alert fired,"{'service': 'alerting', 'title': 'Cache cluster down', 'team': 'platform-infra', 'source': 'microservices_json.log'}",27,🟡 WARNING
140,1515ad2f2cc4,"{""timestamp"":""2024-02-10T09:01:45Z"",""level"":""INFO"",""service"":""cache-service"",""message"":""Attempting Redis failover"",""target"":""redis-replica-2""}",2024-02-10T09:01:45,INFO,cache-service,Attempting Redis failover,"{'service': 'cache-service', 'target': 'redis-replica-2', 'source': 'microservices_json.log'}",28,🟢 INFO
141,d2c840de9a23,"{""timestamp"":""2024-02-10T09:01:50Z"",""level"":""INFO"",""service"":""cache-service"",""message"":""Redis replica promoted"",""new_primary"":""redis-replica-2"",""sync_lag_ms"":120}",2024-02-10T09:01:50,INFO,cache-service,Redis replica promoted,"{'service': 'cache-service', 'new_primary': 'redis-replica-2', 'sync_lag_ms': 120, 'source': 'microservices_json.log'}",29,🟢 INFO
142,9c7a6517b4c2,"{""timestamp"":""2024-02-10T09:01:52Z"",""level"":""INFO"",""service"":""cache-service"",""message"":""Redis connection restored"",""host"":""redis-replica-2"",""latency_ms"":3}",2024-02-10T09:01:52,INFO,cache-service,Redis connection restored,"{'service': 'cache-service', 'host': 'redis-replica-2', 'latency_ms': 3, 'source': 'microservices_json.log'}",30,🟢 INFO
143,e154f50878f8,"{""timestamp"":""2024-02-10T09:01:55Z"",""level"":""INFO"",""service"":""cache-service"",""message"":""Cache warming started"",""keys_to_warm"":8420}",2024-02-10T09:01:55,INFO,cache-service,Cache warming started,"{'service': 'cache-service', 'keys_to_warm': 8420, 'source': 'microservices_json.log'}",31,🟢 INFO
144,27d6edd369d8,"{""timestamp"":""2024-02-10T09:02:05Z"",""level"":""INFO"",""service"":""cache-service"",""message"":""Cache warming complete"",""keys_warmed"":8420,""duration_ms"":9800}",2024-02-10T09:02:05,INFO,cache-service,Cache warming complete,"{'service': 'cache-service', 'keys_warmed': 8420, 'duration_ms': 9800, 'source': 'microservices_json.log'}",32,🟢 INFO
145,bb1b25a305ab,"{""timestamp"":""2024-02-10T09:02:08Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/health"",""status"":200,""latency_ms"":7}",2024-02-10T09:02:08,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/health', 'status': 200, 'latency_ms': 7, 'source': 'microservices_json.log'}",33,🟢 INFO
146,cf1e3c5cedd1,"{""timestamp"":""2024-02-10T09:02:10Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/products"",""status"":200,""latency_ms"":38}",2024-02-10T09:02:10,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/products', 'status': 200, 'latency_ms': 38, 'source': 'microservices_json.log'}",34,🟢 INFO
147,53e629ff2c80,"{""timestamp"":""2024-02-10T09:02:12Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""POST"",""path"":""/v1/orders"",""status"":201,""latency_ms"":92}",2024-02-10T09:02:12,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'POST', 'path': '/v1/orders', 'status': 201, 'latency_ms': 92, 'source': 'microservices_json.log'}",35,🟢 INFO
148,f951d1c1fd91,"{""timestamp"":""2024-02-10T09:02:15Z"",""level"":""INFO"",""service"":""cache-service"",""message"":""Cache hit rate restored"",""hit_rate"":0.89}",2024-02-10T09:02:15,INFO,cache-service,Cache hit rate restored,"{'service': 'cache-service', 'hit_rate': 0.89, 'source': 'microservices_json.log'}",36,🟢 INFO
149,3a8def5365fd,"{""timestamp"":""2024-02-10T09:02:20Z"",""level"":""INFO"",""service"":""alerting"",""message"":""PagerDuty alert resolved"",""title"":""Cache cluster down"",""duration_min"":1}",2024-02-10T09:02:20,INFO,alerting,PagerDuty alert resolved,"{'service': 'alerting', 'title': 'Cache cluster down', 'duration_min': 1, 'source': 'microservices_json.log'}",37,🟢 INFO
150,b693dd6eab21,"{""timestamp"":""2024-02-10T09:03:00Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/health"",""status"":200,""latency_ms"":6}",2024-02-10T09:03:00,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/health', 'status': 200, 'latency_ms': 6, 'source': 'microservices_json.log'}",38,🟢 INFO
151,696982ac01c9,"{""timestamp"":""2024-02-10T09:03:05Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/products"",""status"":200,""latency_ms"":31}",2024-02-10T09:03:05,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/products', 'status': 200, 'latency_ms': 31, 'source': 'microservices_json.log'}",39,🟢 INFO
152,40fe10e4cbf0,"{""timestamp"":""2024-02-10T09:03:10Z"",""level"":""INFO"",""service"":""order-service"",""message"":""Order created"",""order_id"":""ord_1002"",""user_id"":""usr_502"",""amount"":44.50}",2024-02-10T09:03:10,INFO,order-service,Order created,"{'service': 'order-service', 'order_id': 'ord_1002', 'user_id': 'usr_502', 'amount': 44.5, 'source': 'microservices_json.log'}",40,🟢 INFO
153,2227cd3e2e6e,"{""timestamp"":""2024-02-10T09:03:15Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/users"",""status"":200,""latency_ms"":19}",2024-02-10T09:03:15,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/users', 'status': 200, 'latency_ms': 19, 'source': 'microservices_json.log'}",41,🟢 INFO
154,1be1ffb9c2c7,"{""timestamp"":""2024-02-10T09:04:00Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/health"",""status"":200,""latency_ms"":5}",2024-02-10T09:04:00,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/health', 'status': 200, 'latency_ms': 5, 'source': 'microservices_json.log'}",42,🟢 INFO
155,0278a6ce6b91,"{""timestamp"":""2024-02-10T09:04:30Z"",""level"":""WARNING"",""service"":""order-service"",""message"":""Dead letter queue growing"",""queue"":""order-events-dlq"",""depth"":142,""threshold"":100}",2024-02-10T09:04:30,WARNING,order-service,Dead letter queue growing,"{'service': 'order-service', 'queue': 'order-events-dlq', 'depth': 142, 'threshold': 100, 'source': 'microservices_json.log'}",43,🟡 WARNING
156,e59505c55671,"{""timestamp"":""2024-02-10T09:04:35Z"",""level"":""ERROR"",""service"":""order-service"",""message"":""Failed to publish event"",""event"":""OrderCreated"",""broker"":""kafka-broker-1"",""error"":""leader_not_available""}",2024-02-10T09:04:35,ERROR,order-service,Failed to publish event,"{'service': 'order-service', 'event': 'OrderCreated', 'broker': 'kafka-broker-1', 'error': 'leader_not_available', 'source': 'microservices_json.log'}",44,🔴 ERROR
157,d7e21729f62e,"{""timestamp"":""2024-02-10T09:04:36Z"",""level"":""ERROR"",""service"":""order-service"",""message"":""Failed to publish event"",""event"":""OrderCreated"",""broker"":""kafka-broker-1"",""error"":""leader_not_available""}",2024-02-10T09:04:36,ERROR,order-service,Failed to publish event,"{'service': 'order-service', 'event': 'OrderCreated', 'broker': 'kafka-broker-1', 'error': 'leader_not_available', 'source': 'microservices_json.log'}",45,🔴 ERROR
158,3f9fac75236f,"{""timestamp"":""2024-02-10T09:04:37Z"",""level"":""ERROR"",""service"":""order-service"",""message"":""Failed to publish event"",""event"":""OrderShipped"",""broker"":""kafka-broker-1"",""error"":""leader_not_available""}",2024-02-10T09:04:37,ERROR,order-service,Failed to publish event,"{'service': 'order-service', 'event': 'OrderShipped', 'broker': 'kafka-broker-1', 'error': 'leader_not_available', 'source': 'microservices_json.log'}",46,🔴 ERROR
159,3cf6242804e3,"{""timestamp"":""2024-02-10T09:04:38Z"",""level"":""WARNING"",""service"":""kafka"",""message"":""Broker leader election in progress"",""partition"":""order-events-0"",""elapsed_ms"":3200}",2024-02-10T09:04:38,WARNING,kafka,Broker leader election in progress,"{'service': 'kafka', 'partition': 'order-events-0', 'elapsed_ms': 3200, 'source': 'microservices_json.log'}",47,🟡 WARNING
160,2713209d5d6c,"{""timestamp"":""2024-02-10T09:04:42Z"",""level"":""INFO"",""service"":""kafka"",""message"":""New leader elected"",""partition"":""order-events-0"",""leader"":""kafka-broker-2"",""election_ms"":3800}",2024-02-10T09:04:42,INFO,kafka,New leader elected,"{'service': 'kafka', 'partition': 'order-events-0', 'leader': 'kafka-broker-2', 'election_ms': 3800, 'source': 'microservices_json.log'}",48,🟢 INFO
161,847d87211b38,"{""timestamp"":""2024-02-10T09:04:45Z"",""level"":""INFO"",""service"":""order-service"",""message"":""Event published successfully"",""event"":""OrderCreated"",""broker"":""kafka-broker-2""}",2024-02-10T09:04:45,INFO,order-service,Event published successfully,"{'service': 'order-service', 'event': 'OrderCreated', 'broker': 'kafka-broker-2', 'source': 'microservices_json.log'}",49,🟢 INFO
162,d0ed33336975,"{""timestamp"":""2024-02-10T09:04:48Z"",""level"":""INFO"",""service"":""order-service"",""message"":""DLQ replay started"",""queue"":""order-events-dlq"",""depth"":142}",2024-02-10T09:04:48,INFO,order-service,DLQ replay started,"{'service': 'order-service', 'queue': 'order-events-dlq', 'depth': 142, 'source': 'microservices_json.log'}",50,🟢 INFO
163,ee5e1526c990,"{""timestamp"":""2024-02-10T09:05:00Z"",""level"":""INFO"",""service"":""order-service"",""message"":""DLQ replay complete"",""replayed"":142,""failed"":0}",2024-02-10T09:05:00,INFO,order-service,DLQ replay complete,"{'service': 'order-service', 'replayed': 142, 'failed': 0, 'source': 'microservices_json.log'}",51,🟢 INFO
164,ed601d08a4ab,"{""timestamp"":""2024-02-10T09:05:05Z"",""level"":""INFO"",""service"":""api-gateway"",""message"":""Request handled"",""method"":""GET"",""path"":""/v1/health"",""status"":200,""latency_ms"":6}",2024-02-10T09:05:05,INFO,api-gateway,Request handled,"{'service': 'api-gateway', 'method': 'GET', 'path': '/v1/health', 'status': 200, 'latency_ms': 6, 'source': 'microservices_json.log'}",52,🟢 INFO
